ID_Poda,Lote,Fecha_Poda,Tipo_Poda,Costo,Horas_Hombre
476,LOTE-022,2026-11-14,Rejuvenecimiento,866.4,51
477,LOTE-049,2026-09-21,Rejuvenecimiento,746.05,26
478,LOTE-043,2026-04-19,Produccion,1007.49,97
479,LOTE-003,2026-08-01,Produccion,946.13,61
480,LOTE-021,2026-01-22,Produccion,1432.18,70
481,LOTE-046,2026-09-02,Rejuvenecimiento,1047.11,64
482,LOTE-043,2026-11-27,Formacion,1743.17,119
483,LOTE-020,2026-04-28,Produccion,904.66,86
484,LOTE-020,2026-07-30,Rejuvenecimiento,1521.75,63
485,LOTE-033,2026-09-02,Formacion,178.37,59
486,LOTE-026,2026-11-22,Produccion,1546.58,115
487,LOTE-026,2026-08-02,Formacion,1659.31,56
488,LOTE-003,2026-01-26,Sanidad,1694.04,75
489,LOTE-013,2026-08-09,Formacion,1043.19,12
490,LOTE-014,2026-08-21,Sanidad,1037.98,7
491,LOTE-007,2026-09-01,Produccion,2105.11,-5
492,LOTE-004,2026-06-15,Formacion,1756.51,53
493,LOTE-005,2026-04-05,Produccion,1083.91,90
494,LOTE-006,2026-05-24,Sanidad,1404.27,70
495,LOTE-033,2026-05-09,Produccion,586.39,95
496,LOTE-002,2026-08-31,Sanidad,553.32,19
497,LOTE-036,2026-12-09,Rejuvenecimiento,1001.56,107
498,LOTE-034,2026-03-08,Formacion,1427.18,118
499,LOTE-002,2026-02-23,Produccion,1953.19,87
500,LOTE-007,2026-01-02,Formacion,1397.92,34
501,LOTE-030,2026-09-18,Sanidad,954.77,69
502,LOTE-026,2026-08-30,Formacion,896.05,99
503,LOTE-005,2026-07-23,Rejuvenecimiento,504.94,67
504,LOTE-028,2026-01-09,Rejuvenecimiento,418.92,23
505,LOTE-009,2026-07-20,Formacion,516.67,111
506,LOTE-040,2026-12-31,Sanidad,377.57,85
507,LOTE-011,2026-07-07,Sanidad,587.28,63
508,LOTE-002,2026-08-12,Rejuvenecimiento,1382.2,76
509,LOTE-026,2026-10-16,Produccion,1390.16,89
510,LOTE-033,2026-12-28,Rejuvenecimiento,950.16,16
511,LOTE-030,2026-10-14,Formacion,1438.31,71
512,LOTE-042,2026-09-03,Rejuvenecimiento,1131.98,97
513,LOTE-033,2026-12-07,Formacion,1002.05,89
514,LOTE-008,2026-02-26,Formacion,1642.34,54
515,LOTE-006,2026-01-28,Rejuvenecimiento,1039.96,9
516,LOTE-050,2026-05-13,Formacion,1037.82,31
517,LOTE-044,2026-11-12,Sanidad,326.83,86
518,LOTE-046,2026-02-01,Sanidad,1693.17,67
519,LOTE-005,2026-11-19,Produccion,83.99,118
520,LOTE-029,2026-05-08,Sanidad,1211.16,48
521,LOTE-014,2026-05-29,Produccion,202.39,107
522,LOTE-035,2026-12-04,Sanidad,1530.27,18
523,LOTE-032,2026-08-21,Rejuvenecimiento,881.34,120
524,LOTE-050,2026-02-01,Rejuvenecimiento,1633.02,38
525,LOTE-046,2026-05-31,Produccion,913.9,82
526,LOTE-016,2026-08-07,Produccion,438.67,46
527,LOTE-049,2026-12-01,Sanidad,686.56,98
528,LOTE-029,2026-03-16,Produccion,1354.15,43
529,LOTE-032,2026-07-29,Rejuvenecimiento,1093.39,96
530,LOTE-010,2026-04-26,Sanidad,1702.46,102
531,LOTE-007,2026-01-26,Formacion,736.86,59
532,LOTE-005,2026-12-28,Produccion,867.28,6
533,LOTE-018,2026-05-17,Formacion,1012.79,117
534,LOTE-021,2026-06-11,Rejuvenecimiento,869.9,2
535,LOTE-032,2026-06-17,Formacion,1835.78,97
536,LOTE-015,2026-03-31,Formacion,1503.73,81
537,LOTE-049,2026-10-27,Rejuvenecimiento,773.29,84
538,LOTE-011,2026-03-11,Sanidad,1817.45,7
539,LOTE-009,2026-02-22,Sanidad,493.25,101
540,LOTE-017,2026-03-08,Sanidad,390.35,43
541,LOTE-039,2026-03-13,Rejuvenecimiento,1289.03,15
542,LOTE-044,2026-11-21,Formacion,1902.72,36
543,LOTE-009,2026-07-19,Produccion,1338.65,61
544,LOTE-045,2026-06-11,Formacion,389.79,58
545,LOTE-050,2026-06-18,Produccion,1704.73,108
546,LOTE-006,2026-03-18,Produccion,1987.04,107
547,LOTE-018,2026-12-03,Formacion,1193.86,32
548,LOTE-049,2026-08-26,Produccion,506.52,11
549,LOTE-027,2026-02-09,Produccion,773.55,8
550,LOTE-027,2026-08-25,Formacion,1184.03,20
551,LOTE-008,2026-06-22,Sanidad,1852.32,7
552,LOTE-028,2026-01-08,Rejuvenecimiento,1782.62,20
553,LOTE-033,2026-03-26,Formacion,1698.01,66
554,LOTE-040,2026-01-23,Produccion,1325.43,67
555,LOTE-030,2026-11-22,Sanidad,1243.42,36
556,LOTE-036,2026-03-25,Formacion,1634.44,6
557,LOTE-007,2026-09-08,Sanidad,1110.82,46
558,LOTE-032,2026-01-13,Rejuvenecimiento,1296.53,98
559,LOTE-017,2026-03-07,Rejuvenecimiento,1781.22,8
560,LOTE-041,2026-04-23,Rejuvenecimiento,502.62,50
561,LOTE-043,2026-12-12,Produccion,717.12,49
562,LOTE-008,2026-06-30,Sanidad,544.68,48
563,LOTE-023,2026-01-20,Rejuvenecimiento,1307.21,75
564,LOTE-022,2026-10-27,Formacion,684.65,21
565,LOTE-011,2026-01-26,Produccion,1935.76,6
566,LOTE-049,2026-01-31,Produccion,1061.91,6
567,LOTE-014,2026-11-11,Produccion,1718.08,68
568,LOTE-005,2026-11-13,Produccion,1490.12,120
569,LOTE-002,2026-03-19,Formacion,1572.21,112
570,LOTE-018,2026-08-12,Produccion,1003.33,36
571,LOTE-033,2026-12-08,Rejuvenecimiento,308.68,90
572,LOTE-043,2026-09-13,Produccion,1346.6,5
573,LOTE-049,2026-08-05,Rejuvenecimiento,1487.5,18
574,LOTE-005,2026-12-13,Formacion,251.21,26
575,LOTE-034,2026-05-18,Rejuvenecimiento,543.92,54
576,LOTE-046,2026-12-10,Rejuvenecimiento,674.99,57
577,LOTE-014,2026-11-11,Produccion,1223.09,7
578,LOTE-042,2026-06-02,Produccion,1817.88,41
579,LOTE-019,2026-12-20,Sanidad,2169.17,-5
580,LOTE-030,2026-11-18,Formacion,1017.54,41
581,LOTE-035,2026-03-28,Sanidad,1939.68,48
582,LOTE-003,2026-06-24,Produccion,676.33,4
583,LOTE-049,2026-06-14,Formacion,1684.9,34
584,LOTE-007,2026-09-06,Rejuvenecimiento,215.54,79
585,LOTE-038,2026-05-02,Produccion,1820.23,89
586,LOTE-042,2026-07-27,Rejuvenecimiento,1863.54,27
587,LOTE-050,2026-07-13,Rejuvenecimiento,N/A,
588,LOTE-036,2026-07-20,Rejuvenecimiento,386.47,92
589,LOTE-001,2026-10-26,Produccion,1525.8,7
590,LOTE-006,2026-04-24,Formacion,1966.89,4
591,LOTE-011,2026-01-12,Produccion,364.31,36
592,LOTE-031,2026-08-25,Rejuvenecimiento,1175.88,24
593,LOTE-033,2026-05-19,Rejuvenecimiento,593.93,54
594,LOTE-036,2026-12-16,Formacion,1344.4,57
595,LOTE-048,2026-11-23,Sanidad,1038.54,5
596,LOTE-006,2026-08-31,Formacion,1219.18,103
597,LOTE-047,2026-12-21,Formacion,353.69,109
598,LOTE-004,2026-06-14,Produccion,1706.58,92
599,LOTE-036,2026-09-09,Produccion,357.26,111
600,LOTE-042,2026-03-25,Rejuvenecimiento,100.15,97
601,LOTE-024,2026-09-17,Formacion,309.82,30
602,LOTE-048,2026-05-29,Formacion,843.22,86
603,LOTE-017,2026-07-07,Produccion,1700.63,89
604,LOTE-032,2026-11-20,Sanidad,403.22,41
605,LOTE-025,2026-07-13,Rejuvenecimiento,1268.42,40
606,LOTE-002,2026-08-29,Formacion,1488.98,12
607,LOTE-040,2026-01-10,Formacion,1365.39,52
608,LOTE-048,2026-12-26,Sanidad,742.8,90
609,LOTE-043,2026-12-28,Formacion,1310.81,107
610,LOTE-008,2026-10-30,Produccion,1336.88,56
611,LOTE-014,2026-07-28,Formacion,1038.5,28
612,LOTE-010,2026-12-21,Produccion,1027.79,61
613,LOTE-049,2026-08-28,Formacion,1060.14,90
614,LOTE-010,2026-01-11,Sanidad,768.93,118
615,LOTE-012,2026-03-01,Sanidad,1662.34,52
616,LOTE-044,2026-04-28,Rejuvenecimiento,1603.08,115
617,LOTE-015,2026-06-05,Formacion,1453.86,19
618,LOTE-009,2026-03-07,Sanidad,315.2,25
619,LOTE-047,2026-12-26,Sanidad,589.22,74
620,LOTE-035,2026-09-12,Produccion,1015.03,12
621,LOTE-030,2026-05-26,Formacion,1724.04,48
622,LOTE-001,2026-04-24,Sanidad,662.37,71
623,LOTE-034,2026-04-08,Rejuvenecimiento,1074.96,9
624,LOTE-004,2026-03-09,Formacion,761.67,120
625,LOTE-010,2026-06-18,Formacion,204.04,63
626,LOTE-004,2026-09-30,Formacion,1572.14,97
627,LOTE-013,2026-01-05,Produccion,-840.04,77
628,LOTE-029,2026-07-01,Rejuvenecimiento,1472.44,73
629,LOTE-025,2026-03-11,Formacion,1046.64,27
630,LOTE-007,2026-03-18,Sanidad,1094.92,22
631,LOTE-004,2026-03-13,Sanidad,660.09,10
632,LOTE-021,2026-10-25,Sanidad,1624.89,41
633,LOTE-008,2026-03-18,Produccion,-303.27,4
634,LOTE-029,2026-11-19,Sanidad,1052.56,73
635,LOTE-029,2026-12-27,Formacion,106.76,61
636,LOTE-003,2026-07-05,Formacion,196.79,82
637,LOTE-013,2026-11-19,Formacion,174.27,33
638,LOTE-001,2026-10-07,Rejuvenecimiento,1627.87,23
639,LOTE-022,2026-03-10,Formacion,585.65,27
640,LOTE-023,2026-01-09,Rejuvenecimiento,536.13,15
641,LOTE-005,2026-01-23,Rejuvenecimiento,1376.47,-5
642,LOTE-049,2026-07-20,Formacion,1404.38,101
643,LOTE-008,2026-03-05,Formacion,1941.89,104
644,LOTE-030,2026-11-05,Produccion,1137.54,32
645,LOTE-023,2026-10-04,Sanidad,1858.1,6
646,LOTE-027,2026-05-26,Formacion,1614.4,59
647,LOTE-002,2026-03-28,Rejuvenecimiento,114.43,12
648,LOTE-020,2026-10-08,Rejuvenecimiento,1831.1,42
649,LOTE-032,2026-10-08,Sanidad,N/A,
650,LOTE-007,2026-03-17,Produccion,750.01,105
651,LOTE-041,2026-02-14,Produccion,1695.0,46
652,LOTE-009,2026-11-21,Formacion,1409.85,54
653,LOTE-020,2026-07-18,Formacion,671.22,61
654,LOTE-034,2026-09-30,Formacion,1663.12,118
655,LOTE-004,2026-04-20,Sanidad,240.44,47
656,LOTE-040,2026-10-24,Formacion,1089.22,88
657,LOTE-038,2026-04-29,Rejuvenecimiento,1679.05,57
658,LOTE-039,2026-02-07,Rejuvenecimiento,1429.87,40
659,LOTE-046,2026-10-04,Sanidad,266.26,70
660,LOTE-049,2026-10-01,Formacion,728.2,26
661,LOTE-045,2026-01-02,Rejuvenecimiento,1925.48,25
662,LOTE-033,2026-11-07,Rejuvenecimiento,1305.8,74
663,LOTE-049,2026-06-28,Formacion,1902.8,37
664,LOTE-001,2026-10-09,Sanidad,732.88,75
665,LOTE-030,2026-05-25,Formacion,1417.46,16
666,LOTE-022,2026-04-29,Sanidad,1368.73,119
667,LOTE-014,2026-01-09,Rejuvenecimiento,714.2,42
668,LOTE-041,2026-09-12,Formacion,1630.62,86
669,LOTE-039,2026-05-28,Formacion,527.79,107
670,LOTE-010,2026-08-30,Rejuvenecimiento,1533.34,90
671,LOTE-007,2026-04-16,Formacion,1141.89,75
672,LOTE-041,2026-11-01,Produccion,812.22,56
673,LOTE-025,2026-01-23,Produccion,1089.99,75
674,LOTE-001,2026-07-04,Rejuvenecimiento,654.82,1
675,LOTE-028,2026-07-28,Produccion,1672.88,83
676,LOTE-023,2026-01-05,Rejuvenecimiento,1142.42,21
677,LOTE-033,2026-05-11,Formacion,435.94,49
678,LOTE-039,2026-10-03,Formacion,167.2,107
679,LOTE-036,2026-03-18,Rejuvenecimiento,488.82,34
680,LOTE-011,2026-09-05,Formacion,399.14,59
681,LOTE-025,2026-03-20,Rejuvenecimiento,283.29,62
682,LOTE-044,2026-06-11,Produccion,389.48,37
683,LOTE-012,2026-03-11,Produccion,441.03,78
684,LOTE-023,2026-11-22,Formacion,-431.25,72
685,LOTE-013,2026-07-26,Formacion,541.65,22
686,LOTE-022,2026-06-15,Rejuvenecimiento,839.57,65
687,LOTE-017,2026-06-11,Sanidad,1239.52,40
688,LOTE-037,2026-09-20,Rejuvenecimiento,420.09,111
689,LOTE-009,2026-11-07,Produccion,934.32,23
690,LOTE-048,2026-12-10,Sanidad,319.59,33
691,LOTE-044,2026-05-16,Produccion,1922.83,85
692,LOTE-032,2026-02-08,Rejuvenecimiento,3746.67,-5
693,LOTE-013,2026-02-12,Formacion,1624.45,73
694,LOTE-043,2026-10-14,Rejuvenecimiento,171.83,80
695,LOTE-046,2026-04-07,Rejuvenecimiento,401.7,62
696,LOTE-004,2026-09-16,Produccion,1207.0,113
697,LOTE-041,2026-11-05,Sanidad,N/A,
698,LOTE-043,2026-12-02,Formacion,1959.95,74
699,LOTE-029,2026-08-26,Produccion,312.52,111
700,LOTE-023,2026-09-21,Produccion,1700.37,49
701,LOTE-048,2026-12-14,Formacion,213.1,5
702,LOTE-038,2026-10-24,Rejuvenecimiento,1978.92,109
703,LOTE-015,2026-05-21,Produccion,661.71,28
704,LOTE-021,2026-07-09,Sanidad,1516.7,18
705,LOTE-004,2026-05-02,Sanidad,1556.34,5
706,LOTE-028,2026-05-06,Formacion,114.64,6
707,LOTE-007,2026-05-10,Formacion,1518.25,66
708,LOTE-015,2026-06-28,Formacion,1680.85,48
709,LOTE-042,2026-06-12,Formacion,865.91,53
710,LOTE-011,2026-04-21,Rejuvenecimiento,N/A,
711,LOTE-018,2026-11-12,Formacion,850.56,-5
712,LOTE-013,2026-02-27,Rejuvenecimiento,1426.48,38
713,LOTE-044,2026-09-23,Rejuvenecimiento,468.83,33
714,LOTE-040,2026-07-03,Produccion,812.33,57
715,LOTE-001,2026-07-17,Produccion,1007.86,19
716,LOTE-024,2026-04-13,Produccion,467.65,52
717,LOTE-036,2026-12-08,Produccion,945.83,17
718,LOTE-048,2026-11-15,Rejuvenecimiento,80.38,84
719,LOTE-030,2026-05-25,Produccion,317.17,80
720,LOTE-017,2026-10-30,Produccion,1204.87,21
721,LOTE-021,2026-06-06,Rejuvenecimiento,1956.55,13
722,LOTE-031,2026-06-28,Formacion,1328.13,51
723,LOTE-020,2026-03-31,Produccion,1096.98,13
724,LOTE-001,2026-06-20,Formacion,601.28,47
725,LOTE-045,2026-10-21,Produccion,593.89,106
726,LOTE-027,2026-07-09,Sanidad,943.89,114
727,LOTE-028,2026-01-19,Produccion,325.16,8
728,LOTE-015,2026-09-10,Produccion,1829.64,88
729,LOTE-014,2026-06-19,Formacion,1193.94,116
730,LOTE-002,2026-11-25,Formacion,584.76,101
731,LOTE-010,2026-02-16,Rejuvenecimiento,1330.87,9
732,LOTE-018,2026-11-16,Sanidad,1453.94,23
733,LOTE-050,2026-07-05,Formacion,841.08,73
734,LOTE-023,2026-07-25,Formacion,1099.79,88
735,LOTE-044,2026-01-24,Rejuvenecimiento,1563.66,86
736,LOTE-043,2026-04-05,Rejuvenecimiento,1735.96,52
737,LOTE-035,2026-10-04,Formacion,N/A,
738,LOTE-034,2026-02-20,Rejuvenecimiento,963.06,65
739,LOTE-022,2026-05-17,Rejuvenecimiento,1082.2,87
740,LOTE-027,2026-05-02,Formacion,1271.74,108
741,LOTE-023,2026-04-10,Rejuvenecimiento,1398.68,75
742,LOTE-022,2026-01-21,Formacion,718.95,106
743,LOTE-042,2026-05-08,Formacion,404.99,29
744,LOTE-038,2026-06-06,Sanidad,276.69,37
745,LOTE-020,2026-12-17,Formacion,1821.88,-5
746,LOTE-034,2026-11-03,Rejuvenecimiento,1141.04,32
747,LOTE-022,2026-02-26,Rejuvenecimiento,785.37,90
748,LOTE-013,2026-05-01,Produccion,1285.81,94
749,LOTE-005,2026-07-28,Produccion,615.42,107
750,LOTE-028,2026-06-19,Formacion,1207.21,58
751,LOTE-038,2026-07-25,Formacion,244.67,111
752,LOTE-009,2026-07-30,Sanidad,1639.19,41
753,LOTE-001,2026-03-25,Rejuvenecimiento,862.31,27
754,LOTE-022,2026-12-21,Formacion,N/A,
755,LOTE-039,2026-07-01,Sanidad,1402.13,28
756,LOTE-047,2026-04-03,Formacion,1954.12,51
757,LOTE-037,2026-11-07,Rejuvenecimiento,813.51,20
758,LOTE-032,2026-02-08,Sanidad,-897.01,43
759,LOTE-003,2026-06-15,Rejuvenecimiento,1393.17,41
760,LOTE-050,2026-08-05,Rejuvenecimiento,961.38,20
761,LOTE-035,2026-09-18,Sanidad,1097.45,99
762,LOTE-035,2026-06-15,Formacion,164.3,83
763,LOTE-020,2026-03-03,Formacion,109.08,23
764,LOTE-028,2026-03-15,Produccion,244.89,27
765,LOTE-043,2026-06-23,Formacion,350.18,111
766,LOTE-001,2026-04-16,Rejuvenecimiento,1664.57,71
767,LOTE-032,2026-07-16,Sanidad,264.17,48
768,LOTE-016,2026-03-22,Rejuvenecimiento,1252.04,36
769,LOTE-030,2026-11-27,Produccion,1494.74,120
770,LOTE-003,2026-05-27,Produccion,1226.14,2
771,LOTE-003,2026-09-16,Formacion,746.36,51
772,LOTE-019,2026-05-04,Formacion,243.09,78
773,LOTE-040,2026-07-03,Rejuvenecimiento,1836.58,38
774,LOTE-047,2026-10-24,Sanidad,68.81,70
775,LOTE-018,2026-05-23,Sanidad,1589.14,44
776,LOTE-021,2026-07-26,Sanidad,164.38,47
777,LOTE-025,2026-10-13,Rejuvenecimiento,271.38,117
778,LOTE-005,2026-06-25,Produccion,156.65,11
779,LOTE-025,2026-01-10,Formacion,454.3,106
780,LOTE-004,2026-05-14,Produccion,98.02,31
781,LOTE-013,2026-04-17,Sanidad,1844.21,29
782,LOTE-037,2026-01-14,Formacion,1225.11,107
783,LOTE-011,2026-07-02,Produccion,902.22,95
784,LOTE-047,2026-05-18,Sanidad,1902.27,112
785,LOTE-043,2026-11-11,Rejuvenecimiento,1192.19,63
786,LOTE-037,2026-08-23,Rejuvenecimiento,739.09,91
787,LOTE-021,2026-12-31,Sanidad,741.84,72
788,LOTE-015,2026-08-18,Rejuvenecimiento,1802.31,78
789,LOTE-033,2026-09-26,Sanidad,1738.74,26
790,LOTE-007,2026-04-20,Sanidad,1855.26,108
791,LOTE-048,2026-09-26,Rejuvenecimiento,1398.86,101
792,LOTE-022,2026-11-29,Produccion,1570.61,103
793,LOTE-002,2026-10-20,Produccion,1480.3,57
794,LOTE-023,2026-09-24,Rejuvenecimiento,732.25,49
795,LOTE-014,2026-12-17,Formacion,1023.28,60
796,LOTE-041,2026-07-17,Rejuvenecimiento,1334.47,113
797,LOTE-037,2026-10-17,Rejuvenecimiento,171.08,58
798,LOTE-009,2026-05-11,Formacion,159.98,60
799,LOTE-008,2026-04-05,Formacion,1880.84,79
800,LOTE-001,2026-12-10,Formacion,1675.29,93
801,LOTE-019,2026-10-11,Rejuvenecimiento,893.56,81
802,LOTE-011,2026-08-20,Formacion,1187.39,25
803,LOTE-028,2026-08-14,Sanidad,57.4,109
804,LOTE-039,2026-07-18,Sanidad,1966.05,65
805,LOTE-004,2026-08-07,Produccion,940.07,72
806,LOTE-035,2026-01-22,Rejuvenecimiento,952.19,2
807,LOTE-031,2026-07-22,Formacion,371.7,32
808,LOTE-035,2026-06-12,Produccion,1174.91,39
809,LOTE-006,2026-10-12,Rejuvenecimiento,1954.19,15
810,LOTE-001,2026-12-02,Rejuvenecimiento,302.11,83
811,LOTE-014,2026-03-05,Sanidad,1963.89,83
812,LOTE-042,2026-03-28,Sanidad,1226.46,82
813,LOTE-017,2026-12-25,Sanidad,1008.19,75
814,LOTE-020,2026-03-16,Rejuvenecimiento,1338.04,21
815,LOTE-037,2026-10-27,Sanidad,1301.55,25
816,LOTE-007,2026-10-25,Sanidad,1927.97,34
817,LOTE-020,2026-04-13,Produccion,794.55,120
818,LOTE-004,2026-05-31,Formacion,938.91,84
819,LOTE-006,2026-12-01,Rejuvenecimiento,1509.04,107
820,LOTE-047,2026-09-02,Formacion,N/A,
821,LOTE-026,2026-02-21,Sanidad,1971.22,55
822,LOTE-018,2026-06-02,Produccion,362.35,26
823,LOTE-041,2026-08-05,Rejuvenecimiento,1597.72,76
824,LOTE-025,2026-01-08,Formacion,1727.97,102
825,LOTE-043,2026-09-18,Produccion,1103.7,13
826,LOTE-011,2026-11-01,Sanidad,818.98,57
827,LOTE-028,2026-07-13,Rejuvenecimiento,264.06,24
828,LOTE-006,2026-03-28,Sanidad,1373.55,88
829,LOTE-033,2026-10-31,Rejuvenecimiento,1170.77,92
830,LOTE-003,2026-11-17,Sanidad,1722.34,36
831,LOTE-003,2026-03-03,Produccion,684.33,12
832,LOTE-038,2026-03-12,Rejuvenecimiento,703.53,4
833,LOTE-044,2026-03-15,Sanidad,1636.46,83
834,LOTE-025,2026-02-25,Sanidad,862.66,18
835,LOTE-016,2026-11-29,Formacion,N/A,
836,LOTE-024,2026-12-23,Sanidad,821.94,25
837,LOTE-033,2026-09-28,Formacion,1504.11,12
838,LOTE-041,2026-10-24,Formacion,105.26,59
839,LOTE-014,2026-07-31,Formacion,911.16,2
840,LOTE-022,2026-10-08,Rejuvenecimiento,1711.0,20
841,LOTE-030,2026-10-30,Produccion,1254.51,116
842,LOTE-013,2026-07-24,Produccion,1726.93,41
843,LOTE-011,2026-09-28,Sanidad,1208.79,38
844,LOTE-050,2026-07-24,Rejuvenecimiento,1979.14,103
845,LOTE-017,2026-04-04,Rejuvenecimiento,1598.13,15
846,LOTE-043,2026-12-23,Rejuvenecimiento,1481.6,59
847,LOTE-029,2026-01-03,Rejuvenecimiento,545.72,32
848,LOTE-032,2026-11-02,Rejuvenecimiento,961.47,54
849,LOTE-050,2026-10-03,Produccion,1964.13,7
850,LOTE-049,2026-03-17,Formacion,942.68,70
851,LOTE-043,2026-07-17,Rejuvenecimiento,147.46,64
852,LOTE-015,2026-03-02,Produccion,970.65,73
853,LOTE-046,2026-12-16,Produccion,1938.8,5
854,LOTE-005,2026-10-13,Sanidad,1268.51,85
855,LOTE-015,2026-10-05,Formacion,1596.26,120
856,LOTE-044,2026-09-06,Sanidad,393.52,45
857,LOTE-018,2026-12-31,Rejuvenecimiento,1660.61,82
858,LOTE-025,2026-09-11,Sanidad,1492.6,20
859,LOTE-040,2026-06-22,Rejuvenecimiento,4192.91,-5
860,LOTE-043,2026-12-29,Produccion,1473.89,1
861,LOTE-038,2026-03-11,Sanidad,663.88,90
862,LOTE-021,2026-02-23,Formacion,187.32,80
863,LOTE-048,2026-01-14,Sanidad,497.32,87
864,LOTE-037,2026-01-23,Formacion,1256.82,45
865,LOTE-008,2026-08-15,Produccion,1366.1,26
866,LOTE-027,2026-05-17,Produccion,1372.72,82
867,LOTE-039,2026-01-07,Rejuvenecimiento,529.41,40
868,LOTE-028,2026-07-13,Rejuvenecimiento,755.27,82
869,LOTE-044,2026-09-28,Formacion,1699.8,76
870,LOTE-034,2026-06-29,Produccion,933.82,52
871,LOTE-021,2026-01-11,Formacion,1462.0,115
872,LOTE-011,2026-06-29,Produccion,1576.49,65
873,LOTE-022,2026-05-11,Formacion,91.19,25
874,LOTE-007,2026-12-23,Formacion,641.17,30
875,LOTE-050,2026-10-20,Formacion,1218.22,109
876,LOTE-034,2026-09-14,Rejuvenecimiento,1875.66,44
877,LOTE-049,2026-07-22,Rejuvenecimiento,1050.64,49
878,LOTE-003,2026-02-19,Formacion,1657.44,116
879,LOTE-035,2026-11-24,Produccion,423.58,43
880,LOTE-009,2026-08-03,Formacion,1969.05,66
881,LOTE-016,2026-09-02,Sanidad,552.05,82
882,LOTE-048,2026-05-23,Formacion,400.17,24
883,LOTE-002,2026-11-28,Produccion,840.09,62
884,LOTE-019,2026-03-04,Sanidad,125.69,81
885,LOTE-041,2026-04-15,Formacion,1953.48,98
886,LOTE-009,2026-03-21,Rejuvenecimiento,1828.05,62
887,LOTE-048,2026-11-09,Sanidad,1393.71,57
888,LOTE-003,2026-12-26,Sanidad,542.39,67
889,LOTE-040,2026-11-04,Sanidad,915.9,46
890,LOTE-012,2026-05-13,Formacion,1936.77,47
891,LOTE-007,2026-12-02,Formacion,200.87,93
892,LOTE-044,2026-05-15,Formacion,84.96,95
893,LOTE-049,2026-04-21,Sanidad,1817.61,73
894,LOTE-039,2026-12-29,Produccion,1077.27,119
895,LOTE-036,2026-08-13,Produccion,1704.59,49
896,LOTE-035,2026-06-04,Rejuvenecimiento,1620.46,48
897,LOTE-050,2026-04-27,Produccion,187.0,66
898,LOTE-030,2026-10-18,Formacion,353.02,66
899,LOTE-035,2026-10-24,Sanidad,1397.02,99
900,LOTE-017,2026-03-01,Rejuvenecimiento,650.44,57
901,LOTE-029,2026-02-08,Produccion,1367.22,96
902,LOTE-027,2026-11-21,Produccion,1868.33,96
903,LOTE-049,2026-05-16,Formacion,1544.7,63
904,LOTE-038,2026-05-29,Formacion,1275.24,53
905,LOTE-050,2026-04-30,Formacion,1387.93,61
906,LOTE-019,2026-11-09,Formacion,690.66,78
907,LOTE-046,2026-03-31,Sanidad,476.43,27
908,LOTE-021,2026-09-15,Sanidad,710.27,45
909,LOTE-021,2026-10-01,Formacion,1711.48,95
910,LOTE-019,2026-08-21,Formacion,1047.55,41
911,LOTE-010,2026-06-07,Rejuvenecimiento,691.98,119
912,LOTE-011,2026-08-26,Formacion,610.55,19
913,LOTE-030,2026-04-19,Formacion,689.01,78
914,LOTE-003,2026-09-19,Rejuvenecimiento,578.64,97
915,LOTE-023,2026-08-18,Formacion,411.58,119
916,LOTE-009,2026-07-08,Produccion,1120.76,1
917,LOTE-021,2026-03-02,Rejuvenecimiento,1621.78,29
918,LOTE-029,2026-08-17,Produccion,1735.51,112
919,LOTE-008,2026-10-25,Rejuvenecimiento,487.36,30
920,LOTE-042,2026-02-05,Produccion,1785.52,89
921,LOTE-025,2026-08-24,Produccion,298.14,23
922,LOTE-007,2026-03-26,Rejuvenecimiento,1761.22,20
923,LOTE-022,2026-07-30,Sanidad,N/A,
924,LOTE-014,2026-01-02,Produccion,73.47,8
925,LOTE-009,2026-11-28,Produccion,761.21,91
926,LOTE-018,2026-10-27,Rejuvenecimiento,1873.08,44
927,LOTE-022,2026-10-27,Formacion,1875.3,61
928,LOTE-035,2026-01-18,Sanidad,1751.62,73
929,LOTE-034,2026-09-10,Formacion,1464.78,112
930,LOTE-031,2026-06-09,Rejuvenecimiento,1676.94,43
931,LOTE-028,2026-03-31,Produccion,1241.03,47
932,LOTE-039,2026-11-28,Sanidad,1529.34,109
933,LOTE-013,2026-03-04,Produccion,1003.33,64
934,LOTE-040,2026-05-11,Sanidad,331.08,89
935,LOTE-021,2026-08-13,Produccion,888.92,95
936,LOTE-013,2026-06-25,Rejuvenecimiento,268.65,24
937,LOTE-030,2026-01-13,Produccion,1655.38,17
938,LOTE-003,2026-04-25,Formacion,696.78,109
939,LOTE-049,2026-12-11,Produccion,1628.41,42
940,LOTE-035,2026-12-14,Sanidad,1846.42,99
941,LOTE-049,2026-11-02,Rejuvenecimiento,1006.46,75
942,LOTE-021,2026-11-06,Rejuvenecimiento,1886.83,65
943,LOTE-008,2026-02-18,Produccion,1954.46,26
944,LOTE-002,2026-09-25,Sanidad,969.35,55
945,LOTE-006,2026-06-19,Sanidad,439.5,50
946,LOTE-018,2026-06-15,Rejuvenecimiento,1169.27,101
947,LOTE-040,2026-02-03,Produccion,730.24,107
948,LOTE-023,2026-02-17,Formacion,314.27,112
949,LOTE-040,2026-09-06,Produccion,1566.49,100
950,LOTE-042,2026-05-11,Rejuvenecimiento,1383.04,119
