ID_Proyeccion,Escenario,Fecha,Valor,Comentario
449,Base,2026-09-25,285624.64,Ajuste valido para Base
450,Optimista,2026-04-02,406042.31,Ajuste valido para Optimista
451,Pesimista,2026-01-28,190990.68,Ajuste valido para Pesimista
452,Pesimista,2026-01-05,474120.07,Ajuste valido para Pesimista
453,Base,2026-12-22,70557.55,Ajuste valido para Base
454,Optimista,2026-03-30,263869.17,Ajuste valido para Optimista
455,Optimista,2026-10-06,382132.58,Ajuste valido para Optimista
456,Pesimista,2026-09-10,245398.1,Ajuste valido para Pesimista
457,Optimista,2026-11-28,263937.09,Ajuste valido para Optimista
458,Optimista,2026-10-02,47865.02,Ajuste valido para Optimista
459,Pesimista,2026-01-26,492004.71,Ajuste valido para Pesimista
460,Pesimista,2026-11-18,33925.94,Ajuste valido para Pesimista
461,Optimista,2026-01-24,289644.65,Ajuste valido para Optimista
462,Base,2026-09-13,317652.72,Ajuste valido para Base
463,Base,2026-12-24,-3006.02,Ajuste manual (Error provocado)
464,Base,2026-04-04,215222.93,Ajuste valido para Base
465,Base,2026-07-03,238744.68,Ajuste valido para Base
466,Optimista,2026-03-28,202572.95,Ajuste valido para Optimista
467,Pesimista,2026-11-03,488687.94,Ajuste valido para Pesimista
468,Base,2026-10-22,31204.98,Ajuste valido para Base
469,Pesimista,2026-08-11,495127.89,Ajuste valido para Pesimista
470,Base,2026-10-19,47880.47,Ajuste valido para Base
471,Optimista,2026-11-08,84038.4,Ajuste valido para Optimista
472,Base,2026-08-15,448968.32,Ajuste valido para Base
473,Pesimista,2026-02-20,155792.31,Ajuste valido para Pesimista
474,Optimista,2026-11-21,224897.58,Ajuste valido para Optimista
475,Base,2026-06-04,,Falta valor
476,Pesimista,2026-12-19,33665.64,Ajuste valido para Pesimista
477,Optimista,2026-05-02,180814.95,Ajuste valido para Optimista
478,Base,2026-05-25,136026.89,Ajuste valido para Base
479,Base,2026-06-28,432589.37,Ajuste valido para Base
480,Pesimista,2026-08-01,428682.96,Ajuste valido para Pesimista
481,Optimista,2026-03-11,283748.07,Ajuste valido para Optimista
482,Base,2026-08-20,3713.02,Ajuste valido para Base
483,Pesimista,2026-01-02,456291.93,Ajuste valido para Pesimista
484,Pesimista,2026-10-20,55282.96,Ajuste valido para Pesimista
485,Optimista,2026-09-15,372176.31,Ajuste valido para Optimista
486,Optimista,2026-06-23,481490.71,Ajuste valido para Optimista
487,Pesimista,2026-08-29,234179.06,Ajuste valido para Pesimista
488,Base,2026-06-25,374631.46,Ajuste valido para Base
489,Pesimista,2026-05-07,375357.53,Ajuste valido para Pesimista
490,Optimista,2026-11-09,198427.56,Ajuste valido para Optimista
491,Optimista,2026-01-01,172913.99,Ajuste valido para Optimista
492,Pesimista,2026-10-27,276970.66,Ajuste valido para Pesimista
493,Optimista,2026-05-28,264907.15,Ajuste valido para Optimista
494,Pesimista,2026-09-10,411548.76,Ajuste valido para Pesimista
495,Optimista,2026-05-01,191082.65,Ajuste valido para Optimista
496,Base,2026-07-15,390133.23,Ajuste valido para Base
497,Optimista,2026-09-24,23507.05,Ajuste valido para Optimista
498,Base,2026-04-10,439666.75,Ajuste valido para Base
499,Pesimista,2026-08-09,325523.78,Ajuste valido para Pesimista
500,Base,2026-02-23,309541.9,Ajuste valido para Base
501,Pesimista,2026-04-06,265695.1,Ajuste valido para Pesimista
502,Base,2026-11-18,150357.73,Ajuste valido para Base
503,Pesimista,2026-03-28,299514.84,Ajuste valido para Pesimista
504,Base,2026-09-20,431975.85,Ajuste valido para Base
505,Base,2026-09-19,320910.91,Ajuste valido para Base
506,Pesimista,2026-02-13,166135.71,Ajuste valido para Pesimista
507,Base,2026-06-13,,Falta valor
508,Pesimista,2026-08-04,273912.02,Ajuste valido para Pesimista
509,Optimista,2026-01-07,374320.11,Ajuste valido para Optimista
510,Optimista,2026-05-21,327979.31,Ajuste valido para Optimista
511,Optimista,2026-01-10,77730.36,Ajuste valido para Optimista
512,Optimista,2026-12-31,207389.07,Ajuste valido para Optimista
513,Optimista,2026-12-16,492395.84,Ajuste valido para Optimista
514,Pesimista,2026-05-13,79778.13,Ajuste valido para Pesimista
515,Optimista,2026-02-25,231138.91,Ajuste valido para Optimista
516,Base,2026-12-05,90042.21,Ajuste valido para Base
517,Pesimista,2026-01-11,390306.79,Ajuste valido para Pesimista
518,Pesimista,2026-01-20,,Falta valor
519,Base,2026-05-21,35879.66,Ajuste valido para Base
520,Optimista,2026-03-09,-4457.0,Ajuste manual (Error provocado)
521,Optimista,2026-05-03,77158.69,Ajuste valido para Optimista
522,Optimista,2026-12-20,383665.35,Ajuste valido para Optimista
523,Pesimista,2026-12-19,431913.98,Ajuste valido para Pesimista
524,Base,2026-09-18,131907.78,Ajuste valido para Base
525,Optimista,2026-05-03,17853.79,Ajuste valido para Optimista
526,Optimista,2026-10-08,120600.41,Ajuste valido para Optimista
527,Base,2026-08-15,228500.65,Ajuste valido para Base
528,Base,2026-04-04,415807.92,Ajuste valido para Base
529,Pesimista,2026-02-26,150362.05,Ajuste valido para Pesimista
530,Base,2026-12-19,499473.07,Ajuste valido para Base
531,Optimista,2026-02-20,94651.45,Ajuste valido para Optimista
532,Pesimista,2026-03-29,260345.94,Ajuste valido para Pesimista
533,Base,2026-11-04,10255.83,Ajuste valido para Base
534,Pesimista,2026-06-14,219295.03,Ajuste valido para Pesimista
535,Pesimista,2026-07-17,209768.47,Ajuste valido para Pesimista
536,Optimista,2026-08-31,114486.65,Ajuste valido para Optimista
537,Pesimista,2026-12-22,114192.2,Ajuste valido para Pesimista
538,Optimista,2026-09-19,,Falta valor
539,Base,2026-09-03,52362.61,Ajuste valido para Base
540,Base,2026-11-26,103629.29,Ajuste valido para Base
541,Pesimista,2026-11-27,202061.47,Ajuste valido para Pesimista
542,Pesimista,2026-08-29,268887.65,Ajuste valido para Pesimista
543,Optimista,2026-08-05,317700.43,Ajuste valido para Optimista
544,Optimista,2026-07-16,404619.79,Ajuste valido para Optimista
545,Pesimista,2026-03-18,238001.58,Ajuste valido para Pesimista
546,Pesimista,2026-12-26,244097.66,Ajuste valido para Pesimista
547,Pesimista,2026-08-02,261484.79,Ajuste valido para Pesimista
548,Optimista,2026-05-31,223748.13,Ajuste valido para Optimista
549,Optimista,2026-03-07,216706.37,Ajuste valido para Optimista
550,Optimista,2026-01-29,TextoInvalido,Error tipografico
551,Pesimista,2026-11-08,393676.61,Ajuste valido para Pesimista
552,Pesimista,2026-05-12,265703.57,Ajuste valido para Pesimista
553,Base,2026-04-09,3469.15,Ajuste valido para Base
554,Base,2026-05-16,416926.07,Ajuste valido para Base
555,Base,2026-01-11,303023.62,Ajuste valido para Base
556,Pesimista,2026-06-08,2116.69,Ajuste valido para Pesimista
557,Pesimista,2026-06-05,372378.96,Ajuste valido para Pesimista
558,Optimista,2026-08-13,108258.69,Ajuste valido para Optimista
559,Optimista,2026-07-21,300894.37,Ajuste valido para Optimista
560,Optimista,2026-10-30,234139.89,Ajuste valido para Optimista
561,Optimista,2026-03-30,468562.17,Ajuste valido para Optimista
562,Optimista,2026-03-29,254480.21,Ajuste valido para Optimista
563,Optimista,2026-04-06,349105.87,Ajuste valido para Optimista
564,Pesimista,2026-10-28,359416.91,Ajuste valido para Pesimista
565,Optimista,2026-09-16,462759.26,Ajuste valido para Optimista
566,Optimista,2026-01-02,314584.0,Ajuste valido para Optimista
567,Base,2026-05-27,183382.05,Ajuste valido para Base
568,Pesimista,2026-01-18,330183.62,Ajuste valido para Pesimista
569,Optimista,2026-08-18,313770.79,Ajuste valido para Optimista
570,Pesimista,2026-06-02,75641.0,Ajuste valido para Pesimista
571,Optimista,2026-12-12,359103.88,Ajuste valido para Optimista
572,Optimista,2026-08-23,421200.78,Ajuste valido para Optimista
573,Base,2026-02-19,335677.18,Ajuste valido para Base
574,Base,2026-03-20,288384.53,Ajuste valido para Base
575,Optimista,2026-09-09,1099.7,Ajuste valido para Optimista
576,Pesimista,2026-04-13,110691.17,Ajuste valido para Pesimista
577,Pesimista,2026-09-10,341874.1,Ajuste valido para Pesimista
578,Base,2026-07-10,419575.85,Ajuste valido para Base
579,Pesimista,2026-08-06,167180.88,Ajuste valido para Pesimista
580,Optimista,2026-04-23,465552.39,Ajuste valido para Optimista
581,Pesimista,2026-10-06,,Falta valor
582,Pesimista,2026-05-28,198955.01,Ajuste valido para Pesimista
583,Pesimista,2026-03-27,121104.28,Ajuste valido para Pesimista
584,Optimista,2026-05-03,337902.12,Ajuste valido para Optimista
585,Optimista,2026-02-12,395059.82,Ajuste valido para Optimista
586,Optimista,2026-04-09,225524.77,Ajuste valido para Optimista
587,Pesimista,2026-12-14,,Falta valor
588,Pesimista,2026-10-11,332729.73,Ajuste valido para Pesimista
589,Pesimista,2026-03-06,229739.49,Ajuste valido para Pesimista
590,Pesimista,2026-03-21,378694.38,Ajuste valido para Pesimista
591,Base,2026-12-23,249922.16,Ajuste valido para Base
592,Optimista,2026-06-09,328480.74,Ajuste valido para Optimista
593,Base,2026-11-08,496124.76,Ajuste valido para Base
594,Base,2026-09-02,,Falta valor
595,Optimista,2026-03-12,435984.51,Ajuste valido para Optimista
596,Base,2026-08-12,123798.45,Ajuste valido para Base
597,Pesimista,2026-11-01,139805.76,Ajuste valido para Pesimista
598,Base,2026-06-11,495015.75,Ajuste valido para Base
599,Pesimista,2026-08-02,422349.88,Ajuste valido para Pesimista
600,Pesimista,2026-08-18,352562.71,Ajuste valido para Pesimista
601,Optimista,2026-06-06,290183.2,Ajuste valido para Optimista
602,Base,2026-12-29,254954.5,Ajuste valido para Base
603,Optimista,2026-10-27,475551.27,Ajuste valido para Optimista
604,Optimista,2026-06-13,60253.14,Ajuste valido para Optimista
605,Base,2026-09-12,281370.7,Ajuste valido para Base
606,Optimista,2026-07-19,55897.56,Ajuste valido para Optimista
607,Base,2026-05-29,240946.69,Ajuste valido para Base
608,Optimista,2026-04-15,380451.13,Ajuste valido para Optimista
609,Pesimista,2026-04-16,410611.15,Ajuste valido para Pesimista
610,Pesimista,2026-06-28,236209.61,Ajuste valido para Pesimista
611,Pesimista,2026-07-26,130671.73,Ajuste valido para Pesimista
612,Pesimista,2026-08-21,200075.68,Ajuste valido para Pesimista
613,Optimista,2026-04-23,293449.25,Ajuste valido para Optimista
614,Optimista,2026-02-10,358387.21,Ajuste valido para Optimista
615,Optimista,2026-05-11,430322.9,Ajuste valido para Optimista
616,Optimista,2026-09-10,497067.01,Ajuste valido para Optimista
617,Optimista,2026-05-14,376728.97,Ajuste valido para Optimista
618,Base,2027-01-01,159852.53,Ajuste valido para Base
619,Pesimista,2026-02-10,152272.05,Ajuste valido para Pesimista
620,Pesimista,2026-12-16,285175.92,Ajuste valido para Pesimista
621,Pesimista,2026-09-19,224666.98,Ajuste valido para Pesimista
622,Optimista,2026-01-23,144085.48,Ajuste valido para Optimista
623,Optimista,2026-09-24,144311.95,Ajuste valido para Optimista
624,Pesimista,2026-01-29,489039.61,Ajuste valido para Pesimista
625,Pesimista,2026-12-31,347196.12,Ajuste valido para Pesimista
626,Base,2026-02-28,73961.91,Ajuste valido para Base
627,Base,2026-09-23,131137.7,Ajuste valido para Base
628,Pesimista,2026-10-22,136920.47,Ajuste valido para Pesimista
629,Pesimista,2026-07-27,170356.91,Ajuste valido para Pesimista
630,Base,2026-04-26,230916.21,Ajuste valido para Base
631,Base,2026-09-07,149960.64,Ajuste valido para Base
632,Base,2026-11-28,,Falta valor
633,Pesimista,2026-12-17,443321.82,Ajuste valido para Pesimista
634,Pesimista,2026-08-11,241372.53,Ajuste valido para Pesimista
635,Optimista,2026-07-21,335877.72,Ajuste valido para Optimista
636,Base,2026-04-05,417389.14,Ajuste valido para Base
637,Base,2026-07-23,321836.67,Ajuste valido para Base
638,Pesimista,2026-10-01,157153.16,Ajuste valido para Pesimista
639,Pesimista,2026-07-26,8364.11,Ajuste valido para Pesimista
640,Base,2026-11-12,,Falta valor
641,Optimista,2026-06-27,133970.5,Ajuste valido para Optimista
642,Pesimista,2026-03-18,301171.57,Ajuste valido para Pesimista
643,Base,2026-11-28,223568.41,Ajuste valido para Base
644,Optimista,2026-10-11,119547.42,Ajuste valido para Optimista
645,Base,2026-06-28,107400.58,Ajuste valido para Base
646,Optimista,2026-04-06,346140.43,Ajuste valido para Optimista
647,Optimista,2026-05-22,379798.99,Ajuste valido para Optimista
648,Pesimista,2026-02-19,436779.63,Ajuste valido para Pesimista
649,Optimista,2026-05-27,142201.73,Ajuste valido para Optimista
650,Base,2026-11-09,3027.92,Ajuste valido para Base
651,Optimista,2026-03-26,125336.9,Ajuste valido para Optimista
652,Base,2026-08-18,163827.61,Ajuste valido para Base
653,Optimista,2026-06-22,72049.56,Ajuste valido para Optimista
654,Optimista,2026-04-15,7432.84,Ajuste valido para Optimista
655,Optimista,2026-06-14,39069.94,Ajuste valido para Optimista
656,Optimista,2026-11-25,185259.4,Ajuste valido para Optimista
657,Optimista,2026-12-25,128590.88,Ajuste valido para Optimista
658,Base,2026-07-11,230475.56,Ajuste valido para Base
659,Base,2026-06-01,194263.53,Ajuste valido para Base
660,Pesimista,2026-05-24,38416.69,Ajuste valido para Pesimista
661,Optimista,2026-09-29,145763.53,Ajuste valido para Optimista
662,Pesimista,2026-02-07,295392.66,Ajuste valido para Pesimista
663,Optimista,2026-04-27,197290.37,Ajuste valido para Optimista
664,Optimista,2026-12-21,409899.31,Ajuste valido para Optimista
665,Optimista,2026-08-24,41081.68,Ajuste valido para Optimista
666,Optimista,2026-05-06,33773.11,Ajuste valido para Optimista
667,Base,2026-06-14,104645.8,Ajuste valido para Base
668,Base,2026-06-04,292403.84,Ajuste valido para Base
669,Base,2026-05-15,29558.21,Ajuste valido para Base
670,Pesimista,2026-04-03,460628.16,Ajuste valido para Pesimista
671,Optimista,2026-07-04,427304.5,Ajuste valido para Optimista
672,Optimista,2026-02-27,248128.29,Ajuste valido para Optimista
673,Base,2026-10-30,245845.58,Ajuste valido para Base
674,Pesimista,2026-02-13,328012.4,Ajuste valido para Pesimista
675,Pesimista,2026-08-08,262602.45,Ajuste valido para Pesimista
676,Pesimista,2026-03-16,260953.07,Ajuste valido para Pesimista
677,Optimista,2026-06-22,68225.01,Ajuste valido para Optimista
678,Base,2026-09-23,-1621.93,Ajuste manual (Error provocado)
679,Optimista,2026-05-17,137509.86,Ajuste valido para Optimista
680,Optimista,2026-05-30,-3758.81,Ajuste manual (Error provocado)
681,Pesimista,2026-02-07,346965.87,Ajuste valido para Pesimista
682,Optimista,2026-02-27,454345.6,Ajuste valido para Optimista
683,Pesimista,2026-01-24,151211.42,Ajuste valido para Pesimista
684,Base,2026-04-17,213473.23,Ajuste valido para Base
685,Pesimista,2026-11-16,451300.46,Ajuste valido para Pesimista
686,Pesimista,2026-02-21,496170.59,Ajuste valido para Pesimista
687,Optimista,2026-01-27,360099.55,Ajuste valido para Optimista
688,Optimista,2026-06-07,115931.58,Ajuste valido para Optimista
689,Base,2026-07-04,292591.62,Ajuste valido para Base
690,Pesimista,2026-07-22,229495.47,Ajuste valido para Pesimista
691,Pesimista,2026-02-21,213860.07,Ajuste valido para Pesimista
692,Base,2026-01-11,460285.46,Ajuste valido para Base
693,Base,2026-07-10,35163.53,Ajuste valido para Base
694,Optimista,2026-01-01,37749.73,Ajuste valido para Optimista
695,Optimista,2026-01-06,27531.6,Ajuste valido para Optimista
696,Pesimista,2026-07-07,11953.56,Ajuste valido para Pesimista
697,Optimista,2026-05-07,273384.18,Ajuste valido para Optimista
698,Optimista,2026-10-04,208958.09,Ajuste valido para Optimista
699,Pesimista,2026-02-14,429376.3,Ajuste valido para Pesimista
700,Optimista,2026-08-31,-2304.17,Ajuste manual (Error provocado)
701,Optimista,2026-04-17,95171.88,Ajuste valido para Optimista
702,Optimista,2026-05-10,6818.88,Ajuste valido para Optimista
703,Optimista,2026-09-20,310882.39,Ajuste valido para Optimista
704,Base,2026-11-10,90374.17,Ajuste valido para Base
705,Optimista,2026-10-12,237556.61,Ajuste valido para Optimista
706,Pesimista,2026-11-26,134112.08,Ajuste valido para Pesimista
707,Optimista,2026-02-01,409789.94,Ajuste valido para Optimista
708,Pesimista,2026-04-16,498860.26,Ajuste valido para Pesimista
709,Base,2026-07-01,206560.64,Ajuste valido para Base
710,Optimista,2026-11-29,493000.24,Ajuste valido para Optimista
711,Pesimista,2026-04-12,441863.17,Ajuste valido para Pesimista
712,Base,2026-05-06,282824.92,Ajuste valido para Base
713,Base,2026-03-07,238604.62,Ajuste valido para Base
714,Base,2026-06-29,64089.1,Ajuste valido para Base
715,Optimista,2026-08-15,-1976.59,Ajuste manual (Error provocado)
716,Base,2026-08-23,194569.25,Ajuste valido para Base
717,Pesimista,2026-02-25,349193.38,Ajuste valido para Pesimista
718,Optimista,2026-10-05,372645.66,Ajuste valido para Optimista
719,Base,2026-12-27,23215.4,Ajuste valido para Base
720,Base,2026-10-24,215952.9,Ajuste valido para Base
721,Optimista,2026-12-29,294157.5,Ajuste valido para Optimista
722,Optimista,2026-03-26,157549.54,Ajuste valido para Optimista
723,Base,2026-08-04,410338.58,Ajuste valido para Base
724,Optimista,2026-01-30,287944.82,Ajuste valido para Optimista
725,Pesimista,2026-07-28,50831.77,Ajuste valido para Pesimista
726,Base,2026-08-29,461244.93,Ajuste valido para Base
727,Pesimista,2026-12-29,429315.06,Ajuste valido para Pesimista
728,Base,2026-12-22,54390.89,Ajuste valido para Base
729,Pesimista,2026-08-02,29420.5,Ajuste valido para Pesimista
730,Pesimista,2026-07-30,298526.71,Ajuste valido para Pesimista
731,Pesimista,2026-11-17,249520.07,Ajuste valido para Pesimista
732,Optimista,2026-01-09,399288.4,Ajuste valido para Optimista
733,Base,2026-11-12,102919.05,Ajuste valido para Base
734,Optimista,2026-12-26,397043.24,Ajuste valido para Optimista
735,Base,2026-03-22,427809.08,Ajuste valido para Base
736,Pesimista,2026-03-01,284129.45,Ajuste valido para Pesimista
737,Base,2026-01-12,145557.79,Ajuste valido para Base
738,Optimista,2026-07-17,177843.64,Ajuste valido para Optimista
739,Optimista,2026-06-05,287252.53,Ajuste valido para Optimista
740,Optimista,2026-11-17,172563.12,Ajuste valido para Optimista
741,Optimista,2026-02-10,439833.44,Ajuste valido para Optimista
742,Pesimista,2027-01-01,-1119.2,Ajuste manual (Error provocado)
743,Base,2026-11-26,112729.5,Ajuste valido para Base
744,Pesimista,2026-12-04,425931.55,Ajuste valido para Pesimista
745,Optimista,2026-08-16,260537.83,Ajuste valido para Optimista
746,Pesimista,2026-05-12,,Falta valor
747,Optimista,2026-10-05,226785.44,Ajuste valido para Optimista
748,Pesimista,2026-12-18,205237.78,Ajuste valido para Pesimista
749,Optimista,2026-05-11,197843.05,Ajuste valido para Optimista
750,Pesimista,2026-08-26,83178.61,Ajuste valido para Pesimista
751,Optimista,2026-01-24,274993.94,Ajuste valido para Optimista
752,Pesimista,2026-03-28,237470.91,Ajuste valido para Pesimista
753,Optimista,2026-06-06,414351.91,Ajuste valido para Optimista
754,Base,2026-04-07,16613.14,Ajuste valido para Base
755,Base,2026-08-28,462381.05,Ajuste valido para Base
756,Base,2026-04-20,181092.78,Ajuste valido para Base
757,Base,2026-03-29,332387.45,Ajuste valido para Base
758,Base,2026-05-31,284454.73,Ajuste valido para Base
759,Base,2026-05-28,102013.32,Ajuste valido para Base
760,Base,2026-11-29,452757.82,Ajuste valido para Base
761,Base,2026-10-26,97133.98,Ajuste valido para Base
762,Optimista,2026-11-14,351790.7,Ajuste valido para Optimista
763,Pesimista,2026-10-24,21859.88,Ajuste valido para Pesimista
764,Base,2026-07-18,380067.46,Ajuste valido para Base
765,Optimista,2026-05-03,21327.26,Ajuste valido para Optimista
766,Optimista,2026-05-15,226037.82,Ajuste valido para Optimista
767,Pesimista,2026-06-05,434793.13,Ajuste valido para Pesimista
768,Pesimista,2026-02-23,445721.12,Ajuste valido para Pesimista
769,Pesimista,2026-08-18,58009.58,Ajuste valido para Pesimista
770,Pesimista,2026-09-04,410203.54,Ajuste valido para Pesimista
771,Base,2026-10-26,44236.01,Ajuste valido para Base
772,Optimista,2026-11-18,371853.46,Ajuste valido para Optimista
773,Base,2026-07-29,323864.68,Ajuste valido para Base
774,Pesimista,2026-07-25,314494.11,Ajuste valido para Pesimista
775,Optimista,2026-05-01,423449.86,Ajuste valido para Optimista
776,Pesimista,2026-07-27,-3797.3,Ajuste manual (Error provocado)
777,Base,2026-03-20,124600.51,Ajuste valido para Base
778,Base,2026-04-08,21255.03,Ajuste valido para Base
779,Pesimista,2026-12-18,298592.86,Ajuste valido para Pesimista
780,Optimista,2026-12-02,216527.81,Ajuste valido para Optimista
781,Pesimista,2026-01-31,35136.91,Ajuste valido para Pesimista
782,Optimista,2026-07-19,32594.1,Ajuste valido para Optimista
783,Pesimista,2026-06-12,29628.12,Ajuste valido para Pesimista
784,Base,2026-12-26,456335.97,Ajuste valido para Base
785,Base,2026-02-05,321582.5,Ajuste valido para Base
786,Base,2026-04-07,94300.26,Ajuste valido para Base
787,Pesimista,2026-11-04,441832.95,Ajuste valido para Pesimista
788,Optimista,2026-10-31,366629.02,Ajuste valido para Optimista
789,Optimista,2026-04-10,32083.41,Ajuste valido para Optimista
790,Base,2026-11-11,314609.25,Ajuste valido para Base
791,Base,2026-03-11,,Falta valor
792,Base,2026-07-13,328613.43,Ajuste valido para Base
793,Optimista,2026-07-02,108350.63,Ajuste valido para Optimista
794,Base,2026-08-06,-470.9,Ajuste manual (Error provocado)
795,Base,2026-02-16,364995.39,Ajuste valido para Base
796,Optimista,2026-02-19,252019.16,Ajuste valido para Optimista
797,Optimista,2026-06-01,133965.75,Ajuste valido para Optimista
798,Base,2026-07-24,101371.71,Ajuste valido para Base
799,Pesimista,2026-11-22,436097.5,Ajuste valido para Pesimista
800,Pesimista,2026-07-18,300674.41,Ajuste valido para Pesimista
801,Base,2026-11-08,91035.25,Ajuste valido para Base
802,Base,2026-07-31,147349.51,Ajuste valido para Base
803,Base,2026-03-01,27737.28,Ajuste valido para Base
804,Pesimista,2026-12-08,4417.7,Ajuste valido para Pesimista
805,Pesimista,2026-02-27,271644.36,Ajuste valido para Pesimista
806,Pesimista,2026-11-16,459187.05,Ajuste valido para Pesimista
807,Pesimista,2026-01-01,194258.92,Ajuste valido para Pesimista
808,Base,2026-12-18,80279.66,Ajuste valido para Base
809,Base,2026-06-18,TextoInvalido,Error tipografico
810,Optimista,2026-11-15,496878.31,Ajuste valido para Optimista
811,Pesimista,2026-02-06,410923.36,Ajuste valido para Pesimista
812,Optimista,2026-03-04,332063.45,Ajuste valido para Optimista
813,Pesimista,2026-10-08,491690.71,Ajuste valido para Pesimista
814,Base,2026-10-02,353783.21,Ajuste valido para Base
815,Pesimista,2026-09-29,71068.12,Ajuste valido para Pesimista
816,Pesimista,2026-06-03,140853.25,Ajuste valido para Pesimista
817,Optimista,2026-08-04,24471.51,Ajuste valido para Optimista
818,Base,2026-03-31,337745.19,Ajuste valido para Base
819,Pesimista,2026-01-14,50623.69,Ajuste valido para Pesimista
820,Base,2026-09-07,335451.87,Ajuste valido para Base
821,Base,2026-01-08,71819.73,Ajuste valido para Base
822,Pesimista,2026-05-01,156969.76,Ajuste valido para Pesimista
823,Base,2026-06-08,418392.36,Ajuste valido para Base
824,Pesimista,2026-02-28,143527.42,Ajuste valido para Pesimista
825,Optimista,2026-07-22,229945.78,Ajuste valido para Optimista
826,Pesimista,2026-07-04,149139.28,Ajuste valido para Pesimista
827,Base,2026-07-15,377080.66,Ajuste valido para Base
828,Pesimista,2026-10-30,358552.02,Ajuste valido para Pesimista
829,Base,2026-05-27,289107.0,Ajuste valido para Base
830,Base,2026-03-14,21710.5,Ajuste valido para Base
831,Base,2026-03-12,233817.7,Ajuste valido para Base
832,Base,2026-05-05,413666.85,Ajuste valido para Base
833,Optimista,2026-06-06,177124.29,Ajuste valido para Optimista
834,Pesimista,2026-12-01,240395.61,Ajuste valido para Pesimista
835,Optimista,2026-06-18,256783.73,Ajuste valido para Optimista
836,Base,2026-11-28,105049.14,Ajuste valido para Base
837,Optimista,2026-01-29,345305.49,Ajuste valido para Optimista
838,Base,2026-07-13,288531.9,Ajuste valido para Base
839,Optimista,2026-04-08,179767.31,Ajuste valido para Optimista
840,Base,2026-10-10,236707.06,Ajuste valido para Base
841,Optimista,2026-07-19,,Falta valor
842,Base,2026-02-24,472019.09,Ajuste valido para Base
843,Base,2026-04-22,460689.63,Ajuste valido para Base
844,Optimista,2026-01-23,354407.91,Ajuste valido para Optimista
845,Base,2026-07-21,388188.73,Ajuste valido para Base
846,Pesimista,2026-08-24,26161.62,Ajuste valido para Pesimista
847,Optimista,2026-08-27,230015.93,Ajuste valido para Optimista
848,Pesimista,2026-09-14,250552.41,Ajuste valido para Pesimista
849,Base,2026-10-28,115983.71,Ajuste valido para Base
850,Base,2026-12-03,29589.27,Ajuste valido para Base
851,Pesimista,2026-03-29,13480.37,Ajuste valido para Pesimista
852,Base,2026-08-21,449233.45,Ajuste valido para Base
853,Pesimista,2026-10-06,300087.69,Ajuste valido para Pesimista
854,Pesimista,2026-03-17,167789.93,Ajuste valido para Pesimista
855,Base,2026-06-25,58133.22,Ajuste valido para Base
856,Optimista,2026-03-22,99222.39,Ajuste valido para Optimista
857,Optimista,2026-04-29,489661.01,Ajuste valido para Optimista
858,Pesimista,2026-03-05,154235.38,Ajuste valido para Pesimista
859,Optimista,2026-09-04,13764.46,Ajuste valido para Optimista
860,Base,2026-06-16,200484.78,Ajuste valido para Base
861,Pesimista,2026-10-21,208295.93,Ajuste valido para Pesimista
862,Optimista,2026-12-27,139295.59,Ajuste valido para Optimista
863,Optimista,2026-07-31,155763.25,Ajuste valido para Optimista
864,Optimista,2026-08-03,366608.21,Ajuste valido para Optimista
865,Base,2026-08-15,89040.38,Ajuste valido para Base
866,Optimista,2026-02-25,263456.92,Ajuste valido para Optimista
867,Base,2026-06-22,250349.83,Ajuste valido para Base
868,Optimista,2026-05-30,348308.61,Ajuste valido para Optimista
869,Base,2026-06-04,,Falta valor
870,Pesimista,2026-01-01,429046.9,Ajuste valido para Pesimista
871,Base,2026-06-07,155931.0,Ajuste valido para Base
872,Pesimista,2026-05-21,45392.45,Ajuste valido para Pesimista
873,Pesimista,2026-04-30,19241.43,Ajuste valido para Pesimista
874,Optimista,2026-06-19,65097.51,Ajuste valido para Optimista
875,Optimista,2026-10-28,99561.97,Ajuste valido para Optimista
876,Pesimista,2026-09-07,1953.82,Ajuste valido para Pesimista
877,Base,2026-02-26,TextoInvalido,Error tipografico
878,Optimista,2026-02-02,253817.65,Ajuste valido para Optimista
879,Base,2026-01-31,269907.51,Ajuste valido para Base
880,Optimista,2026-06-28,78771.52,Ajuste valido para Optimista
881,Base,2026-02-10,246780.62,Ajuste valido para Base
882,Pesimista,2026-04-05,5654.49,Ajuste valido para Pesimista
883,Optimista,2026-11-20,366312.43,Ajuste valido para Optimista
884,Pesimista,2026-08-12,471792.76,Ajuste valido para Pesimista
885,Optimista,2026-08-26,144631.23,Ajuste valido para Optimista
886,Base,2026-04-23,189023.31,Ajuste valido para Base
887,Pesimista,2026-01-22,498072.42,Ajuste valido para Pesimista
888,Pesimista,2026-07-18,125850.96,Ajuste valido para Pesimista
889,Pesimista,2026-09-13,280841.02,Ajuste valido para Pesimista
890,Pesimista,2026-12-11,9703.25,Ajuste valido para Pesimista
891,Base,2026-01-24,107478.0,Ajuste valido para Base
892,Optimista,2026-07-15,64559.97,Ajuste valido para Optimista
893,Pesimista,2026-08-11,485705.36,Ajuste valido para Pesimista
894,Base,2026-03-28,96515.57,Ajuste valido para Base
895,Base,2026-07-23,382343.74,Ajuste valido para Base
896,Pesimista,2026-12-17,56761.87,Ajuste valido para Pesimista
